no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,4,1,0,4,72,3,1,0,0,0,82.45,1,1
2,0,0,2,0,0,1,8,8,1,0,0,0,133.0,1,0
2,0,2,2,1,0,1,99,10,0,0,0,0,65.0,0,1
2,0,0,2,0,0,1,5,5,1,0,0,0,119.0,0,0
2,0,2,1,1,0,1,79,4,1,0,0,0,96.3,1,0
2,0,1,3,1,0,1,166,7,1,0,0,0,96.79,1,1
2,0,0,3,1,0,1,93,12,1,0,0,0,118.19,0,0
2,1,2,2,1,0,1,182,7,1,0,0,0,114.75,0,1
2,0,1,3,1,0,1,39,11,1,0,0,0,174.25,2,0
2,0,0,2,1,0,1,36,3,0,0,0,0,67.32,1,0
2,0,2,3,1,0,1,96,4,1,0,0,0,87.55,1,0
2,0,0,1,0,0,1,0,7,1,0,0,0,139.0,1,0
2,0,0,1,0,0,1,17,3,1,0,0,0,97.0,0,1
2,0,2,2,1,0,1,129,5,0,0,0,0,80.75,0,0
3,0,0,3,1,0,4,5,2,1,0,0,0,127.0,3,0
1,0,1,0,1,0,1,4,11,2,0,0,0,65.0,0,0
1,0,2,8,1,0,1,66,11,1,0,0,0,46.63,0,0
2,0,2,3,1,0,1,0,6,0,0,0,0,116.45,0,0
2,0,0,3,2,0,1,34,9,0,0,0,0,224.67,0,1
2,0,2,1,1,0,1,30,2,0,0,0,0,72.0,1,0
2,0,2,2,1,0,1,258,10,1,0,0,0,88.83,2,0
2,0,2,2,1,0,1,113,7,0,0,0,0,72.25,0,0
2,0,0,1,0,0,1,42,11,1,0,0,0,88.0,2,0
2,1,0,3,1,0,1,188,8,1,0,0,0,116.7,0,1
0,2,0,2,1,0,2,187,7,1,0,0,0,86.5,1,1
1,0,0,0,0,0,1,1,10,1,0,0,0,0.0,0,0
2,0,2,1,1,0,1,166,7,0,0,0,0,72.25,0,0
2,1,0,1,1,0,1,34,7,1,0,0,0,152.1,0,0
2,0,1,3,0,0,1,199,5,1,0,0,0,95.4,1,1
2,0,2,2,1,0,5,41,9,0,0,0,0,139.95,0,0
2,2,1,3,1,0,6,28,9,1,0,0,0,220.53,1,0
2,1,1,2,1,0,6,130,10,1,0,0,0,153.3,1,0
2,0,0,2,1,0,1,38,1,1,0,0,0,79.4,1,0
2,0,1,4,0,0,1,171,7,1,0,0,0,80.75,0,1
2,1,1,1,1,0,1,98,7,1,0,0,0,121.5,2,0
2,0,2,2,0,0,1,110,11,1,0,0,0,78.1,1,0
1,0,1,0,1,0,1,5,9,2,0,0,0,65.0,0,0
1,0,2,0,0,0,1,9,10,1,0,0,0,80.47,1,0
1,0,0,4,1,0,5,13,2,2,0,0,0,86.0,0,0
1,0,2,2,1,0,1,157,11,1,0,0,0,117.68,1,1
2,0,0,2,0,0,1,23,10,1,0,0,0,119.0,1,1
2,0,2,1,1,0,2,3,8,0,0,0,0,65.0,2,0
2,2,1,3,1,0,6,88,4,1,0,0,0,180.63,0,1
2,0,1,3,1,0,4,40,11,0,0,0,0,60.0,0,0
2,0,2,7,1,0,1,267,12,1,0,0,0,77.73,0,1
2,0,1,2,1,0,1,280,9,0,0,0,0,110.0,0,1
3,0,1,4,1,0,4,112,8,1,0,0,0,150.3,0,1
2,0,0,3,1,0,1,433,9,0,0,0,0,70.0,0,1
2,1,0,1,1,0,1,47,7,1,0,0,0,134.1,0,1
2,0,1,2,0,0,1,20,12,1,0,0,0,88.0,1,0
2,0,0,4,1,0,4,50,11,0,0,0,0,69.0,0,0
2,0,2,2,0,0,1,68,3,1,0,0,0,63.75,1,0
1,0,0,2,1,0,1,59,1,1,0,0,0,0.0,0,0
2,0,4,5,1,0,4,129,5,1,0,0,0,114.75,3,0
2,0,0,4,1,0,4,66,4,1,0,0,0,112.2,0,0
2,0,0,4,1,0,1,8,9,0,0,0,0,54.75,0,0
2,0,2,1,1,0,1,12,9,1,0,0,0,95.48,1,0
2,0,1,4,1,0,4,31,10,0,0,0,0,84.0,0,0
2,0,0,1,1,0,1,41,12,0,0,0,0,65.0,1,0
2,0,2,2,1,0,1,229,10,1,0,0,0,89.25,0,1
1,0,0,1,1,0,1,2,12,2,1,0,1,65.0,0,0
2,0,2,1,2,0,1,103,7,0,0,0,0,94.5,0,1
1,0,2,1,1,0,1,1,2,0,0,0,0,60.0,0,1
2,1,1,2,1,0,1,61,12,1,0,0,0,109.8,1,0
2,0,1,1,1,1,1,134,7,1,0,0,0,109.8,0,0
3,0,1,2,1,0,1,106,6,1,0,0,0,159.3,0,1
3,0,1,1,1,0,4,66,6,1,0,0,0,154.8,0,1
2,0,2,1,1,0,1,82,3,0,0,0,0,65.0,0,0
2,0,2,4,1,0,1,122,5,1,0,0,0,99.45,0,1
1,0,0,2,0,0,1,5,1,1,0,0,0,63.1,0,0
2,2,2,2,1,0,2,195,7,1,0,0,0,81.81,1,0
2,0,1,2,1,0,1,28,10,0,0,0,0,85.5,0,0
2,0,2,3,1,0,1,276,5,0,0,0,0,61.0,0,1
1,0,0,3,1,0,1,198,10,1,0,0,0,90.9,0,1
2,0,2,3,1,0,1,88,4,1,0,0,0,119.85,1,1
2,0,0,2,2,0,1,265,6,0,0,0,0,115.0,1,1
1,0,2,2,1,0,1,162,10,0,0,0,0,115.0,0,1
2,0,0,4,2,0,1,296,9,0,0,0,0,117.0,1,1
2,0,0,2,0,0,1,52,11,1,0,0,0,79.2,2,0
2,0,1,3,1,0,1,210,10,0,0,0,0,72.75,0,0
2,0,0,1,1,0,1,17,3,0,0,0,0,72.4,0,0
1,0,1,2,1,0,1,6,2,1,0,0,0,92.0,0,1
2,0,1,3,1,0,1,49,10,1,0,0,0,118.8,2,0
2,2,2,3,1,0,6,42,9,1,0,0,0,182.34,1,1
2,0,0,2,1,0,1,48,9,0,0,0,0,130.0,0,0
2,0,2,1,1,0,1,119,12,1,0,0,0,72.25,3,0
1,0,1,2,1,0,1,41,10,1,0,0,0,96.9,2,0
2,0,2,0,0,0,1,135,5,1,0,0,0,94.5,2,0
2,0,1,0,1,0,1,13,3,0,0,0,0,85.0,1,0
2,0,2,4,1,0,4,18,11,1,0,0,0,96.9,1,0
2,0,2,1,0,0,1,34,10,1,0,0,0,108.0,0,1
2,0,2,5,1,0,1,49,5,1,0,0,0,119.85,0,1
2,0,1,2,1,0,1,28,3,0,0,0,0,87.0,1,0
2,0,1,1,1,0,1,15,5,1,0,0,0,111.0,1,0
2,0,0,2,1,0,1,79,11,0,0,0,0,75.0,0,0
2,0,1,3,2,0,1,228,10,1,0,0,0,123.25,3,0
2,0,0,1,1,1,1,31,2,1,0,0,0,89.3,1,0
3,0,0,2,1,0,4,111,8,1,0,0,0,155.7,1,0
2,0,0,4,0,0,1,78,4,1,0,0,0,62.18,0,1
2,0,0,3,1,0,1,279,10,0,0,0,0,110.0,0,1
2,0,1,2,1,0,1,418,9,0,0,0,0,75.0,0,1
1,0,2,2,1,0,1,163,6,0,0,0,0,100.0,0,1
3,0,0,3,1,0,1,147,6,0,0,0,0,124.0,0,1
1,0,2,2,1,0,1,115,2,0,0,0,0,76.0,0,0
2,0,2,2,2,1,1,14,9,1,0,0,0,113.0,3,0
2,0,0,2,1,0,1,29,12,2,0,0,0,85.0,0,0
2,0,2,3,1,0,4,109,5,0,0,0,0,90.96,1,0
2,0,0,3,1,0,1,158,7,1,0,0,0,114.3,0,1
2,0,1,2,0,0,1,53,5,1,0,0,0,116.1,1,0
2,0,0,4,1,0,4,213,8,1,0,0,0,118.15,1,1
2,0,2,2,1,0,1,2,5,0,0,0,0,81.75,0,0
1,0,0,1,1,0,1,3,9,4,0,0,0,0.0,0,0
2,0,2,2,1,0,1,7,8,1,0,0,0,143.0,1,0
2,0,0,1,1,0,1,4,8,1,0,0,0,124.0,1,0
1,0,1,2,1,0,1,0,10,2,0,0,0,65.0,0,0
2,0,0,1,1,0,1,0,8,1,0,0,0,124.0,0,0
3,0,0,3,1,0,1,128,5,0,0,0,0,105.4,1,0
2,0,2,1,1,0,1,196,8,1,0,0,0,105.3,0,1
2,0,2,1,1,0,1,49,12,1,0,0,0,106.2,2,0
2,0,0,4,0,0,1,25,11,1,0,0,0,85.0,1,0
2,0,2,1,0,0,1,138,2,1,0,0,0,63.36,0,1
2,0,1,3,1,0,1,285,10,0,0,0,0,100.0,0,1
2,0,1,3,0,0,1,33,12,1,0,0,0,74.25,0,0
1,0,1,0,1,0,1,5,11,2,0,0,0,77.0,0,0
2,0,0,1,1,0,1,15,4,1,0,0,0,131.0,0,1
2,0,0,3,1,0,1,92,11,0,0,0,0,49.07,1,0
2,0,0,2,2,0,1,74,9,0,0,0,0,109.0,0,0
2,0,0,3,1,0,1,129,6,1,0,0,0,126.9,0,1
2,0,1,3,1,0,1,290,12,1,0,0,0,73.95,0,1
2,0,1,1,1,0,1,149,3,1,0,0,0,90.0,1,0
2,0,0,4,1,0,4,28,11,1,0,0,0,85.59,1,0
1,0,1,4,2,0,1,12,10,0,0,0,0,110.5,0,0
2,0,2,2,1,0,1,65,9,0,0,0,0,129.2,0,0
2,0,0,1,1,0,1,105,4,0,0,0,0,75.0,0,1
1,0,0,2,1,0,1,32,11,0,0,0,0,73.0,0,0
2,0,2,5,1,0,4,66,9,1,0,0,0,138.6,0,1
2,0,1,2,2,0,1,105,10,0,0,0,0,110.0,0,1
2,0,2,2,2,0,1,169,4,0,0,0,0,106.0,0,1
1,0,2,3,1,0,1,3,3,1,0,0,0,102.0,2,0
2,2,0,4,2,0,6,48,8,1,0,0,0,233.1,0,1
2,1,0,2,1,0,1,68,12,1,0,0,0,109.8,0,1
2,0,1,4,1,0,4,32,10,0,0,0,0,68.0,1,0
1,0,0,1,1,0,1,3,2,2,1,0,1,66.0,1,0
2,0,0,2,0,0,1,13,8,1,0,0,0,129.0,1,1
2,0,2,1,1,1,1,64,6,1,0,0,0,117.9,1,0
2,0,0,2,1,0,1,36,11,1,0,0,0,96.3,1,0
2,0,0,2,1,0,1,146,8,1,0,0,0,123.3,1,0
3,0,2,5,1,0,1,231,8,0,0,0,0,96.9,2,0
2,0,1,2,1,0,1,193,6,0,0,0,0,120.0,0,1
2,0,1,2,1,0,4,32,9,1,0,0,0,94.94,1,0
2,0,1,3,1,0,1,35,3,1,0,0,0,83.9,1,0
2,0,0,5,1,0,1,140,12,0,0,0,0,70.0,0,0
2,0,1,2,1,0,1,42,1,0,0,0,0,60.0,0,0
1,0,1,4,2,0,1,26,12,1,0,0,0,79.92,0,1
2,0,0,3,1,0,1,193,10,0,0,0,0,65.0,0,1
2,0,2,3,1,0,1,192,9,0,0,0,0,19.15,0,1
2,0,0,3,1,0,1,117,8,1,0,0,0,114.3,1,0
2,0,0,2,1,0,4,95,10,1,0,0,0,132.3,3,0
2,0,0,1,0,0,1,16,10,1,0,0,0,135.0,0,1
2,0,2,0,1,0,1,0,9,2,0,0,0,65.0,0,0
2,0,0,1,1,0,1,44,7,2,0,0,0,75.0,0,0
2,0,1,3,1,1,1,93,11,2,0,0,0,161.15,1,0
1,0,2,1,1,0,1,1,2,0,0,0,0,60.0,0,1
2,0,0,3,0,0,6,3,8,1,0,0,0,153.0,0,1
2,0,0,2,0,0,1,29,3,1,0,0,0,81.55,2,0
2,0,0,4,1,0,5,112,8,0,0,0,0,92.65,2,0
2,0,1,1,1,0,1,66,4,1,0,0,0,105.3,0,1
2,2,2,3,1,0,6,13,12,1,0,0,0,192.0,1,0
2,0,2,3,1,0,4,6,10,1,0,0,0,136.0,1,0
2,0,1,2,1,0,6,69,1,0,0,0,0,82.0,0,0
1,0,0,3,1,0,1,15,2,0,0,0,0,86.0,0,0
2,0,0,1,1,0,1,26,6,1,0,0,0,101.0,0,1
2,0,2,3,1,0,4,55,11,0,0,0,0,60.0,0,0
3,0,1,2,0,0,1,14,9,1,0,0,0,100.87,1,0
2,0,2,1,1,0,1,58,4,1,0,0,0,81.08,0,0
2,0,0,1,1,1,4,1,3,1,0,0,0,125.0,1,0
2,0,0,2,1,0,4,14,4,1,0,0,0,142.0,0,1
1,0,1,2,1,1,6,0,9,4,0,0,0,0.0,1,0
2,0,2,2,1,0,1,56,9,0,0,0,0,185.0,0,0
2,1,0,2,1,0,1,55,11,1,0,0,0,113.4,1,1
2,0,1,2,1,0,1,84,10,0,0,0,0,80.75,2,0
1,0,1,0,1,0,1,5,11,2,0,0,0,77.0,0,0
1,0,0,3,1,0,1,166,11,0,0,0,0,110.0,0,1
1,0,0,3,1,0,1,335,10,0,0,0,0,80.0,0,0
2,0,0,3,1,0,1,28,10,0,0,0,0,85.0,0,0
3,0,2,1,1,0,4,63,6,1,0,0,0,141.3,1,0
2,0,0,3,1,0,4,54,10,1,0,0,0,139.5,3,0
2,0,2,5,1,0,1,134,6,1,0,0,0,119.85,1,1
2,0,0,2,1,0,1,68,9,0,0,0,0,65.0,0,0
1,0,0,2,1,0,1,73,4,1,0,0,0,90.9,0,1
2,0,0,4,2,0,1,100,9,0,0,0,0,140.0,1,0
2,0,1,2,1,0,1,249,10,1,0,0,0,96.3,0,1
2,0,0,3,1,0,4,6,3,1,0,0,0,116.0,0,1
2,0,2,2,1,0,1,36,2,1,0,0,0,78.3,1,0
2,0,0,4,1,0,4,1,1,1,0,0,0,91.1,0,0
2,0,1,1,1,0,2,75,3,1,0,0,0,78.0,0,0
2,0,2,5,1,0,4,68,7,1,0,0,0,123.17,0,1
2,0,1,1,0,0,1,24,9,1,0,0,0,107.1,0,1
3,0,1,3,1,0,6,22,6,1,0,0,0,206.0,2,0
2,0,0,2,1,0,1,112,6,0,0,0,0,100.0,0,0
2,0,1,0,1,0,1,258,10,0,0,0,0,110.0,0,1
1,0,0,1,0,0,1,0,9,1,0,0,0,159.0,0,0
2,0,1,4,0,0,1,99,6,1,0,0,0,94.35,1,0
2,0,2,3,1,0,1,29,3,1,0,0,0,100.28,1,0
1,0,1,0,1,0,1,4,5,0,0,0,0,96.0,0,0
2,0,0,1,0,0,1,159,8,1,0,0,0,94.5,0,1
1,0,0,1,1,0,1,1,8,1,0,0,0,95.0,2,0
2,0,0,4,1,0,1,0,8,1,0,0,0,76.5,1,0
2,0,2,1,1,0,1,21,12,1,0,0,0,103.67,0,0
2,0,2,1,2,0,1,117,8,0,0,0,0,94.5,0,0
1,0,2,1,1,0,1,17,9,2,0,0,0,65.0,0,0
2,0,0,3,1,0,1,28,11,1,0,0,0,130.0,2,0
2,0,2,1,1,0,1,155,6,1,0,0,0,96.3,1,0
2,0,2,1,1,0,1,3,9,2,0,0,0,120.0,0,0
2,1,0,1,2,0,1,39,9,1,0,0,0,194.85,0,0
2,0,0,2,1,0,1,94,4,1,0,0,0,96.3,1,0
1,0,1,0,0,0,1,0,5,0,0,0,0,66.4,0,0
2,0,0,3,1,0,2,166,4,1,0,0,0,73.6,2,0
2,0,0,1,1,0,1,0,8,1,0,0,0,106.0,2,0
2,0,2,1,1,0,1,59,10,1,0,0,0,118.8,1,1
2,0,0,2,1,1,1,159,7,1,0,0,0,105.3,0,1
3,0,0,2,1,0,4,11,3,1,0,0,0,182.0,2,0
1,0,0,1,1,1,1,20,11,2,1,0,10,88.0,1,0
2,0,0,3,1,0,2,86,7,1,0,0,0,97.54,1,0
2,2,0,4,1,0,4,4,7,1,0,0,0,176.0,2,0
2,0,0,3,1,0,1,126,3,0,0,0,0,55.0,0,0
3,0,1,2,1,0,4,12,4,1,0,0,0,157.0,2,0
2,0,2,1,1,1,1,8,10,1,0,0,0,149.0,1,0
2,0,0,5,1,0,1,156,11,1,0,0,0,131.52,0,1
2,0,0,1,1,0,4,31,5,1,0,0,0,140.4,1,0
2,0,0,2,1,0,1,141,8,1,0,0,0,114.3,1,0
1,0,0,1,0,0,1,1,6,1,0,0,0,127.0,1,0
2,0,0,3,1,0,1,22,6,1,0,0,0,127.67,0,1
2,0,1,1,1,0,1,64,8,1,0,0,0,154.1,1,0
2,2,2,1,1,0,6,4,4,1,0,0,0,152.85,2,0
2,0,1,3,1,0,1,0,4,1,0,0,0,116.0,0,1
2,0,0,3,1,0,4,24,12,1,0,0,0,94.93,0,0
2,0,1,2,2,0,1,315,9,0,0,0,0,160.0,0,1
2,0,2,1,1,0,1,177,10,0,0,0,0,90.9,0,0
2,0,2,1,1,0,4,35,10,1,0,0,0,151.5,1,0
1,0,0,3,1,0,1,166,11,0,0,0,0,110.0,0,1
2,0,2,4,1,0,4,58,9,1,0,0,0,128.1,1,1
2,0,0,2,1,0,1,46,1,1,0,0,0,80.3,1,0
2,0,1,1,0,0,1,104,5,1,0,0,0,116.1,1,0
2,0,1,2,1,0,4,80,12,1,0,0,0,102.6,0,1
2,0,0,2,1,0,1,29,12,2,0,0,0,85.0,0,0
1,0,0,1,0,0,1,0,7,1,0,0,0,89.0,0,0
2,0,0,1,1,0,4,11,11,1,0,0,0,140.0,1,1
1,0,1,1,1,0,1,45,1,1,0,0,0,72.9,0,1
1,0,0,1,1,0,1,0,1,1,0,0,0,79.0,0,0
1,0,0,4,1,1,1,213,9,1,0,0,0,118.65,0,1
2,0,2,1,1,0,1,8,9,1,0,0,0,126.0,1,0
2,0,0,2,1,0,1,50,2,1,0,0,0,78.3,0,1
2,0,2,5,0,0,1,34,12,1,0,0,0,54.71,1,0
2,0,2,1,1,0,4,152,2,0,0,0,0,62.0,1,0
1,0,0,2,2,0,1,256,6,0,0,0,0,90.0,0,0
2,0,1,2,1,0,1,13,8,1,0,0,0,90.0,2,0
2,0,2,1,1,0,1,16,1,1,0,0,0,88.33,0,0
2,0,0,3,1,0,1,188,8,1,0,0,0,105.3,1,1
1,0,1,2,1,0,1,0,10,2,1,0,1,153.0,0,0
2,0,0,3,1,0,1,304,11,0,0,0,0,89.0,0,1
2,1,2,3,2,0,1,39,8,1,0,0,0,203.85,2,0
1,0,0,1,1,0,4,2,11,2,0,0,0,103.0,0,1
2,1,2,5,1,0,4,22,9,1,0,0,0,105.65,2,0
2,0,0,1,1,0,1,47,6,1,0,0,0,96.3,1,0
1,0,2,6,1,0,1,1,4,3,0,0,0,95.0,0,1
3,0,2,2,1,0,1,141,8,0,0,0,0,96.9,0,0
2,0,2,5,1,0,1,195,7,1,0,0,0,90.95,1,0
2,0,0,2,1,0,1,42,11,0,0,0,0,63.0,2,0
2,0,1,2,1,0,1,83,4,1,0,0,0,96.3,1,0
2,0,2,2,1,0,1,60,6,1,0,0,0,108.9,1,1
2,0,1,3,0,0,1,180,7,1,0,0,0,85.0,1,0
2,0,2,2,1,0,4,175,10,1,0,0,0,104.4,0,1
2,0,1,0,1,0,1,12,10,0,0,0,0,72.0,0,0
2,1,0,1,1,0,1,26,9,1,0,0,0,159.0,2,0
2,0,2,2,1,1,1,35,8,1,0,0,0,154.1,2,0
1,0,0,1,1,0,4,2,4,2,1,1,1,110.0,0,0
2,0,1,0,1,0,1,26,9,1,0,0,0,122.0,2,0
2,0,0,2,1,0,1,112,6,0,0,0,0,100.0,0,1
3,0,4,5,1,0,4,95,7,1,0,0,0,139.7,2,0
2,0,0,3,0,0,1,25,11,1,0,0,0,88.0,2,0
2,0,0,2,1,0,1,15,12,1,1,1,0,69.0,0,0
2,0,2,1,0,0,1,12,7,1,0,0,0,139.0,1,0
2,0,1,1,1,0,2,1,1,1,0,0,0,74.25,1,0
2,0,2,2,0,0,1,23,10,1,0,0,0,91.63,1,0
2,0,0,3,1,0,4,5,7,1,0,0,0,121.43,1,0
2,0,0,2,1,0,1,48,10,1,0,0,0,111.6,2,0
2,0,1,0,1,0,1,58,6,1,0,0,0,76.92,1,0
2,0,0,1,1,1,4,1,7,1,0,0,0,175.0,1,0
2,0,2,0,1,0,1,146,4,0,0,0,0,95.0,0,1
2,0,2,2,0,0,1,46,3,1,0,0,0,67.15,0,1
2,0,2,1,1,0,1,180,10,1,0,0,0,108.9,0,1
2,0,0,3,1,0,4,49,12,1,0,0,0,75.05,1,0
1,1,2,3,1,0,1,176,8,1,0,0,0,77.89,1,0
1,0,0,0,1,0,1,4,4,1,0,0,0,0.0,0,0
2,0,1,1,1,0,1,174,10,0,0,0,0,70.0,0,1
2,1,2,6,1,0,1,71,9,1,0,0,0,150.98,3,0
2,0,1,2,0,0,1,36,12,1,0,0,0,88.0,1,0
1,0,1,0,0,0,1,0,6,1,1,0,1,129.0,2,0
2,0,1,4,1,0,4,235,10,1,0,0,0,103.7,2,1
1,0,0,3,1,0,1,133,6,1,0,0,0,121.5,1,0
3,0,2,1,1,0,4,182,8,1,0,0,0,137.7,0,1
3,0,1,5,1,0,4,123,9,1,0,0,0,162.0,0,1
2,0,2,1,1,0,1,42,9,0,0,0,0,76.5,0,0
2,0,3,8,1,0,1,204,7,1,0,0,0,90.95,1,0
1,0,0,1,1,0,1,1,10,0,0,0,0,90.0,0,0
2,0,2,2,1,0,1,13,10,1,0,0,0,130.5,1,1
2,0,1,4,1,0,4,91,10,1,0,0,0,109.98,0,0
2,0,2,2,1,0,1,101,7,0,0,0,0,68.0,0,1
2,0,0,2,1,0,1,4,3,1,0,0,0,107.0,2,0
2,0,2,5,1,0,1,120,9,1,0,0,0,94.81,1,0
3,0,2,5,1,0,4,176,8,1,0,0,0,131.26,0,1
2,0,1,3,1,0,1,250,9,0,0,0,0,95.0,0,1
2,0,1,3,1,1,1,64,9,1,0,0,0,107.1,2,0
1,0,0,1,0,0,1,71,7,1,0,0,0,51.96,0,0
1,0,2,2,1,0,1,163,6,0,0,0,0,100.0,0,1
2,0,0,2,0,0,1,0,4,1,0,0,0,119.0,0,0
2,1,1,4,1,0,1,232,10,1,0,0,0,106.25,2,1
1,0,1,2,1,0,1,114,7,0,0,0,0,75.0,0,1
2,0,1,2,1,0,1,198,9,0,0,0,0,90.0,0,1
2,0,1,1,1,0,4,72,4,1,0,0,0,96.3,1,0
2,0,1,2,1,0,1,106,10,1,0,0,0,118.8,1,1
3,0,2,5,2,0,4,98,8,1,0,0,0,212.4,2,1
3,0,1,2,2,0,4,59,4,1,0,0,0,189.0,3,0
2,0,0,2,0,0,1,21,2,1,0,0,0,79.0,0,0
2,0,1,1,1,0,4,1,7,1,0,0,0,166.0,0,0
2,0,2,5,1,0,1,215,8,1,0,0,0,92.16,1,0
1,0,0,2,0,0,1,22,9,1,0,0,0,102.41,1,0
2,0,0,2,1,0,4,74,10,1,0,0,0,132.3,0,1
1,0,1,0,1,0,1,3,9,2,1,0,1,65.0,0,0
1,0,0,1,1,0,1,61,9,1,0,0,0,80.75,0,0
2,0,2,1,1,0,1,47,1,0,0,0,0,60.0,0,0
1,0,1,2,1,0,1,55,2,1,0,0,0,73.9,1,0
2,0,1,1,0,0,1,21,5,1,0,0,0,72.42,1,0
2,2,0,3,1,0,6,28,6,1,0,0,0,332.57,1,0
2,0,2,0,2,0,1,275,4,0,0,0,0,110.0,0,1
2,1,0,4,1,0,1,1,2,1,0,0,0,111.0,2,0
2,0,0,3,0,0,1,295,12,1,0,0,0,79.5,1,1
1,0,2,2,1,0,1,37,3,1,0,0,0,76.5,0,1
2,0,0,4,1,0,1,208,12,1,0,0,0,75.44,0,1
3,0,2,3,1,0,4,81,12,1,0,0,0,119.0,0,0
2,0,1,2,1,0,1,305,11,0,0,0,0,89.0,0,1
2,0,0,2,0,0,1,46,2,1,0,0,0,72.0,1,1
2,0,0,2,1,0,1,15,7,0,0,0,0,118.15,2,0
1,0,0,3,0,0,1,4,10,1,0,0,0,84.7,1,0
1,0,0,1,1,0,1,119,6,0,0,0,0,110.0,0,0
2,0,0,3,2,0,1,71,9,0,0,0,0,127.0,0,0
1,0,2,0,1,0,1,30,9,1,0,0,0,99.1,1,0
3,0,2,3,1,0,4,16,12,1,0,0,0,130.9,1,0
2,2,1,3,1,0,6,124,6,1,0,0,0,158.95,2,0
2,0,2,6,1,0,4,9,1,1,0,0,0,61.5,0,0
2,1,1,3,1,0,1,21,8,1,0,0,0,159.0,0,1
2,0,1,2,1,0,1,187,10,1,0,0,0,108.9,3,0
2,0,0,2,0,1,1,201,8,1,0,0,0,103.5,1,1
2,0,1,2,2,0,1,161,3,0,0,0,0,130.0,0,1
2,0,0,3,1,0,1,21,10,0,0,0,0,85.0,0,0
2,0,0,3,1,0,1,37,10,0,0,0,0,105.0,0,0
2,0,0,1,1,0,1,159,2,0,0,0,0,70.0,0,0
1,0,2,4,1,0,1,0,9,1,0,0,0,136.0,0,0
1,0,0,2,1,0,1,52,11,1,0,0,0,90.0,0,1
1,0,0,1,1,0,5,14,7,2,0,0,0,143.0,0,0
2,0,0,1,1,0,1,73,5,1,0,0,0,126.9,1,0
2,0,1,2,0,0,1,91,4,1,0,0,0,85.5,0,1
1,0,1,1,1,0,1,17,10,2,0,0,0,95.0,0,0
1,0,1,3,1,0,1,4,9,2,0,0,0,119.0,0,0
1,0,1,2,1,0,1,64,11,1,0,0,0,86.4,1,1
2,0,0,3,1,0,4,95,12,0,0,0,0,60.0,0,0
1,0,1,3,1,1,1,0,2,3,0,0,0,88.0,0,0
2,0,0,2,0,0,1,4,2,1,0,0,0,79.0,1,0
2,0,1,2,1,0,1,290,6,0,0,0,0,72.0,0,1
2,0,0,2,1,0,1,245,6,0,0,0,0,75.0,0,1
1,0,2,5,1,0,4,5,4,1,0,0,0,138.0,0,1
1,0,1,1,1,0,1,18,4,1,0,0,0,95.0,0,1
2,0,0,3,1,0,1,114,6,0,0,0,0,75.0,1,0
2,0,0,4,1,0,1,12,11,1,0,0,0,91.38,1,0
2,0,0,4,1,0,1,36,11,1,0,0,0,94.99,2,0
2,0,1,2,1,0,1,267,9,0,0,0,0,95.0,0,1
2,0,0,2,2,0,1,273,7,0,0,0,0,109.0,0,1
2,0,0,3,1,0,1,148,5,1,0,0,0,105.3,0,0
2,0,2,0,0,0,1,114,6,1,0,0,0,85.5,1,0
2,0,0,2,1,0,1,14,10,1,0,0,0,97.02,2,0
2,0,0,1,1,0,7,2,10,4,1,0,4,0.0,1,0
1,0,0,3,1,0,1,0,11,2,1,0,1,65.0,0,0
2,0,0,2,2,0,4,80,10,0,0,0,0,136.0,0,0
1,0,0,3,1,0,1,54,12,0,0,0,0,62.67,0,0
2,0,2,1,1,0,1,5,8,1,0,0,0,105.0,2,0
2,0,0,1,1,0,1,152,8,1,0,0,0,105.3,2,1
3,0,0,3,1,0,1,85,7,0,0,0,0,86.36,0,0
2,0,0,4,1,0,4,108,4,1,0,0,0,101.58,2,0
2,0,0,2,1,0,1,102,8,1,0,0,0,76.5,1,0
2,0,2,1,1,0,4,43,10,0,0,0,0,65.0,0,0
2,0,1,3,1,0,1,23,1,1,0,0,0,78.3,1,0
2,0,2,3,1,0,1,359,10,0,0,0,0,78.0,3,0
1,0,1,0,0,0,1,117,10,1,0,0,0,108.0,2,0
1,0,0,2,1,0,1,188,6,0,0,0,0,130.0,0,1
2,0,0,2,1,0,1,88,10,2,0,0,0,90.0,1,0
2,1,1,2,1,0,1,7,7,1,0,0,0,160.33,2,0
2,0,2,3,1,0,1,163,10,0,0,0,0,80.75,0,0
1,0,0,1,1,0,4,1,2,1,0,0,0,66.3,1,0
2,0,1,2,1,0,1,267,9,0,0,0,0,95.0,0,1
2,0,0,2,1,0,1,11,1,1,0,0,0,89.0,1,0
2,0,0,4,1,0,1,125,12,1,0,0,0,72.25,2,0
1,0,0,2,1,0,1,192,6,0,0,0,0,95.0,0,0
2,0,0,2,2,0,1,102,10,0,0,0,0,101.5,0,1
2,0,2,1,2,0,1,110,7,0,0,0,0,94.5,0,1
2,0,2,2,1,0,1,204,10,0,0,0,0,72.75,0,0
2,0,1,2,1,0,1,233,10,0,0,0,0,90.0,0,1
